task_id,asset_id,section_id,asset_type,task_type,defect_type,severity,criticality,inspection_date,reported_date,due_date,estimated_duration_hours,required_team_size,safety_impact,status,signal_block_required
SIG0160,AST0735,SEC060,Level Crossing Equipment,Signal Inspection,Lamp failure,3,MEDIUM,2025-02-17,2025-02-19,2025-03-14,6.5,5,MEDIUM,Pending,True
SIG0161,AST0907,SEC007,Axle Counter,Communication Equipment Repair,Control phone failure,1,CRITICAL,2025-11-19,2025-11-21,2025-11-25,2.8,5,HIGH,Pending,True
SIG0162,AST0973,SEC073,Relay,Interlocking Test,Signal interlocking mismatch,2,HIGH,2025-10-11,2025-10-12,2025-10-22,9.3,5,HIGH,Pending,False
SIG0163,AST0956,SEC056,Interlocking,Interlocking Test,Route locking fault,3,MEDIUM,2025-02-09,2025-02-12,2025-02-28,6.3,15,MEDIUM,Scheduled,True
SIG0164,AST0972,SEC072,Interlocking,Level Crossing Maintenance,Bell failure,4,LOW,2025-06-15,2025-06-17,2025-07-21,10.0,9,LOW,Scheduled,True
SIG0165,AST0950,SEC050,Communication Equipment,Point Machine Servicing,Clutch slip,3,MEDIUM,2025-02-18,2025-02-19,2025-03-09,9.5,13,MEDIUM,Completed,True
SIG0166,AST0798,SEC048,Communication Equipment,Track Circuit Maintenance,Insulation failure,2,HIGH,2025-12-11,2025-12-13,2025-12-21,8.7,6,HIGH,In Progress,False
SIG0167,AST0705,SEC030,Point Machine,Axle Counter Calibration,Cable fault,3,MEDIUM,2025-11-06,2025-11-08,2025-12-02,12.0,9,MEDIUM,Completed,True
SIG0168,AST0748,SEC073,Interlocking,Track Circuit Maintenance,Receiver fault,3,MEDIUM,2025-01-09,2025-01-12,2025-01-31,8.9,11,MEDIUM,Completed,True
SIG0169,AST0884,SEC059,Interlocking,Communication Equipment Repair,Fiber break,2,HIGH,2025-02-14,2025-02-17,2025-03-02,10.5,10,HIGH,Pending,False
SIG0170,AST0734,SEC059,Communication Equipment,Relay Replacement,Coil failure,5,LOW,2025-04-28,2025-05-01,2025-07-09,1.9,11,LOW,Scheduled,True
SIG0171,AST0933,SEC033,Relay,Interlocking Test,Overlap fault,3,MEDIUM,2025-03-20,2025-03-21,2025-04-13,5.2,4,MEDIUM,Pending,False
SIG0172,AST0876,SEC051,Interlocking,Track Circuit Maintenance,Bonding defect,4,LOW,2025-10-24,2025-10-25,2025-12-16,3.1,13,LOW,Completed,True
SIG0173,AST0742,SEC067,Communication Equipment,Interlocking Test,Logic error,5,LOW,2025-12-09,2025-12-11,2026-03-06,6.8,13,LOW,Completed,True
SIG0174,AST0939,SEC039,Axle Counter,Interlocking Test,Logic error,3,MEDIUM,2025-01-04,2025-01-07,2025-01-22,3.3,7,MEDIUM,Scheduled,True
SIG0175,AST0869,SEC044,Relay,Axle Counter Calibration,Cable fault,3,MEDIUM,2025-01-27,2025-01-27,2025-02-15,1.5,10,MEDIUM,Scheduled,True
SIG0176,AST0843,SEC018,Axle Counter,Signal Inspection,Signal post tilt,4,LOW,2025-07-08,2025-07-09,2025-08-14,2.2,15,LOW,Cancelled,True
SIG0177,AST0973,SEC073,Relay,Signal Inspection,Aspect error,2,HIGH,2025-10-04,2025-10-05,2025-10-12,9.3,7,HIGH,Pending,False
SIG0178,AST0758,SEC008,Communication Equipment,Axle Counter Calibration,Reset failure,3,MEDIUM,2025-01-06,2025-01-09,2025-01-25,10.5,2,MEDIUM,Scheduled,True
SIG0179,AST0984,SEC009,Signal,Signal Inspection,Aspect error,2,HIGH,2025-05-12,2025-05-13,2025-05-22,8.2,4,HIGH,Pending,True
SIG0180,AST0799,SEC049,Level Crossing Equipment,Communication Equipment Repair,Control phone failure,3,MEDIUM,2025-11-12,2025-11-13,2025-12-06,11.8,9,MEDIUM,Pending,True
SIG0181,AST0819,SEC069,Axle Counter,Point Machine Servicing,Lock bar defect,3,MEDIUM,2025-05-05,2025-05-06,2025-06-01,2.4,7,MEDIUM,Scheduled,False
SIG0182,AST0752,SEC002,Signal,Signal Inspection,Signal post tilt,5,LOW,2025-08-12,2025-08-12,2025-10-23,9.8,12,LOW,Completed,True
SIG0183,AST0967,SEC067,Level Crossing Equipment,Signal Inspection,Signal post tilt,3,MEDIUM,2025-07-07,2025-07-10,2025-08-05,9.9,12,MEDIUM,Completed,False
SIG0184,AST0783,SEC033,Level Crossing Equipment,Relay Replacement,Timing drift,1,CRITICAL,2025-05-27,2025-05-28,2025-06-01,7.5,2,HIGH,Cancelled,False
SIG0185,AST0787,SEC037,Axle Counter,Track Circuit Maintenance,Feed-end issue,2,HIGH,2025-03-03,2025-03-03,2025-03-15,2.0,5,HIGH,Completed,False
SIG0186,AST0837,SEC012,Relay,Level Crossing Maintenance,Lighting defect,2,HIGH,2025-04-30,2025-05-02,2025-05-10,3.4,8,HIGH,Pending,False
SIG0187,AST0796,SEC046,Interlocking,Track Circuit Maintenance,Receiver fault,2,HIGH,2025-05-06,2025-05-09,2025-05-21,5.5,4,HIGH,Completed,True
SIG0188,AST0888,SEC063,Signal,Signal Inspection,Lens damage,4,LOW,2025-05-14,2025-05-15,2025-06-10,9.0,13,LOW,Completed,True
SIG0189,AST0743,SEC068,Level Crossing Equipment,Signal Inspection,Lens damage,3,MEDIUM,2025-06-10,2025-06-11,2025-06-27,2.2,14,MEDIUM,Completed,False
SIG0190,AST0876,SEC051,Interlocking,Axle Counter Calibration,Sensor misalignment,4,LOW,2025-04-05,2025-04-07,2025-05-25,9.7,7,LOW,Completed,True
SIG0191,AST0993,SEC018,Point Machine,Relay Replacement,Coil failure,2,HIGH,2025-04-08,2025-04-10,2025-04-21,4.9,7,HIGH,Completed,True
SIG0192,AST0990,SEC015,Communication Equipment,Axle Counter Calibration,Reset failure,2,HIGH,2025-12-10,2025-12-10,2025-12-24,5.8,7,HIGH,Completed,False
SIG0193,AST0742,SEC067,Communication Equipment,Point Machine Servicing,Motor fault,3,MEDIUM,2025-05-05,2025-05-08,2025-05-27,9.9,3,MEDIUM,Completed,False
SIG0194,AST0919,SEC019,Level Crossing Equipment,Relay Replacement,Mechanical wear,2,HIGH,2025-02-22,2025-02-24,2025-03-10,9.5,8,HIGH,Completed,False
SIG0195,AST0991,SEC016,Level Crossing Equipment,Relay Replacement,Coil failure,5,LOW,2025-06-27,2025-06-29,2025-09-03,7.1,13,LOW,Completed,False
SIG0196,AST0731,SEC056,Axle Counter,Track Circuit Maintenance,Bonding defect,2,HIGH,2025-01-18,2025-01-18,2025-01-31,1.0,6,HIGH,Scheduled,True
SIG0197,AST0763,SEC013,Axle Counter,Track Circuit Maintenance,Receiver fault,2,HIGH,2025-07-04,2025-07-04,2025-07-16,3.4,7,HIGH,Pending,False
SIG0198,AST0814,SEC064,Communication Equipment,Point Machine Servicing,Clutch slip,4,LOW,2025-07-18,2025-07-18,2025-08-13,1.9,4,LOW,In Progress,False
SIG0199,AST0825,SEC075,Point Machine,Point Machine Servicing,Lock bar defect,2,HIGH,2025-11-27,2025-11-28,2025-12-11,6.1,10,HIGH,Completed,True
SIG0200,AST0806,SEC056,Communication Equipment,Axle Counter Calibration,Cable fault,5,LOW,2025-07-31,2025-08-02,2025-10-03,4.4,3,LOW,Cancelled,False
SIG0201,AST0749,SEC074,Relay,Signal Inspection,Aspect error,4,LOW,2025-12-15,2025-12-18,2026-01-30,6.4,3,LOW,In Progress,False
SIG0202,AST0855,SEC030,Level Crossing Equipment,Communication Equipment Repair,Fiber break,3,MEDIUM,2025-07-19,2025-07-22,2025-08-15,5.9,11,MEDIUM,Scheduled,True
SIG0203,AST0988,SEC013,Interlocking,Interlocking Test,Signal interlocking mismatch,3,MEDIUM,2025-09-14,2025-09-14,2025-10-04,4.4,12,MEDIUM,Pending,True
SIG0204,AST0889,SEC064,Point Machine,Axle Counter Calibration,Cable fault,2,HIGH,2025-06-02,2025-06-03,2025-06-14,9.0,4,HIGH,Scheduled,True
SIG0205,AST0851,SEC026,Axle Counter,Axle Counter Calibration,Count error,2,HIGH,2025-12-14,2025-12-16,2025-12-24,7.1,9,HIGH,Completed,False
SIG0206,AST0852,SEC027,Interlocking,Axle Counter Calibration,Count error,4,LOW,2025-05-28,2025-05-28,2025-06-26,10.5,14,LOW,Pending,True
SIG0207,AST0729,SEC054,Point Machine,Relay Replacement,Coil failure,3,MEDIUM,2025-11-26,2025-11-27,2025-12-16,8.0,12,MEDIUM,Completed,True
SIG0208,AST0959,SEC059,Level Crossing Equipment,Axle Counter Calibration,Sensor misalignment,4,LOW,2025-11-28,2025-11-28,2026-01-15,4.4,13,LOW,Pending,True
SIG0209,AST0831,SEC006,Level Crossing Equipment,Level Crossing Maintenance,Bell failure,3,MEDIUM,2025-07-31,2025-07-31,2025-08-30,10.5,7,MEDIUM,Scheduled,False
SIG0210,AST0810,SEC060,Track Circuit,Point Machine Servicing,Detection rod issue,2,HIGH,2025-09-27,2025-09-29,2025-10-14,2.1,2,HIGH,Pending,False
SIG0211,AST0919,SEC019,Level Crossing Equipment,Signal Inspection,Lens damage,4,LOW,2025-06-21,2025-06-24,2025-07-19,11.5,5,LOW,Cancelled,True
SIG0212,AST0962,SEC062,Track Circuit,Track Circuit Maintenance,Feed-end issue,3,MEDIUM,2025-09-01,2025-09-01,2025-09-18,8.6,13,MEDIUM,Pending,True
SIG0213,AST0893,SEC068,Relay,Relay Replacement,Contact oxidation,5,LOW,2025-10-12,2025-10-15,2025-12-25,5.8,14,LOW,Scheduled,True
SIG0214,AST0981,SEC006,Relay,Axle Counter Calibration,Cable fault,3,MEDIUM,2025-06-29,2025-07-01,2025-07-18,6.1,13,MEDIUM,Pending,False
SIG0215,AST0900,SEC075,Interlocking,Track Circuit Maintenance,Receiver fault,4,LOW,2025-02-21,2025-02-22,2025-03-28,9.1,4,LOW,Pending,True
SIG0216,AST0752,SEC002,Signal,Point Machine Servicing,Detection rod issue,4,LOW,2025-06-10,2025-06-10,2025-07-28,4.0,6,LOW,Completed,True
SIG0217,AST0761,SEC011,Point Machine,Relay Replacement,Mechanical wear,4,LOW,2025-03-12,2025-03-13,2025-05-10,8.3,10,LOW,Scheduled,True
SIG0218,AST0958,SEC058,Communication Equipment,Axle Counter Calibration,Reset failure,4,LOW,2025-10-24,2025-10-27,2025-12-09,7.0,3,LOW,Cancelled,True
SIG0219,AST0816,SEC066,Signal,Interlocking Test,Overlap fault,2,HIGH,2025-11-22,2025-11-23,2025-12-02,1.7,10,HIGH,Pending,True
SIG0220,AST0912,SEC012,Signal,Communication Equipment Repair,OFC splice loss,5,LOW,2025-08-05,2025-08-07,2025-10-19,11.6,15,LOW,Completed,False
SIG0221,AST0730,SEC055,Track Circuit,Point Machine Servicing,Detection rod issue,3,MEDIUM,2025-02-06,2025-02-08,2025-02-26,7.9,8,MEDIUM,Cancelled,True
SIG0222,AST0705,SEC030,Point Machine,Axle Counter Calibration,Count error,4,LOW,2025-02-17,2025-02-19,2025-03-20,9.5,12,LOW,Completed,True
SIG0223,AST0765,SEC015,Relay,Signal Inspection,Lamp failure,4,LOW,2025-07-11,2025-07-13,2025-08-15,7.3,14,LOW,Pending,False
SIG0224,AST0715,SEC040,Axle Counter,Communication Equipment Repair,OFC splice loss,4,LOW,2025-11-02,2025-11-03,2025-12-16,4.7,8,LOW,Pending,True
SIG0225,AST0874,SEC049,Track Circuit,Point Machine Servicing,Motor fault,4,LOW,2025-02-25,2025-02-25,2025-04-20,4.0,2,LOW,In Progress,True
SIG0226,AST0923,SEC023,Axle Counter,Relay Replacement,Coil failure,3,MEDIUM,2025-10-13,2025-10-13,2025-11-04,10.6,13,MEDIUM,In Progress,True
SIG0227,AST0789,SEC039,Relay,Axle Counter Calibration,Sensor misalignment,3,MEDIUM,2025-04-01,2025-04-04,2025-04-28,11.6,4,MEDIUM,In Progress,True
SIG0228,AST0966,SEC066,Communication Equipment,Axle Counter Calibration,Cable fault,2,HIGH,2025-09-25,2025-09-26,2025-10-10,4.3,15,HIGH,Scheduled,False
SIG0229,AST0754,SEC004,Track Circuit,Communication Equipment Repair,Fiber break,3,MEDIUM,2025-03-05,2025-03-08,2025-03-25,9.1,9,MEDIUM,In Progress,True
SIG0230,AST0841,SEC016,Point Machine,Level Crossing Maintenance,Gate motor issue,3,MEDIUM,2025-04-05,2025-04-06,2025-05-04,2.9,5,MEDIUM,Pending,True
SIG0231,AST0710,SEC035,Communication Equipment,Relay Replacement,Mechanical wear,1,CRITICAL,2025-03-23,2025-03-25,2025-03-28,1.2,15,HIGH,Completed,True
SIG0232,AST0922,SEC022,Track Circuit,Track Circuit Maintenance,Bonding defect,3,MEDIUM,2025-04-19,2025-04-22,2025-05-10,8.3,4,MEDIUM,In Progress,True
SIG0233,AST0929,SEC029,Point Machine,Axle Counter Calibration,Sensor misalignment,3,MEDIUM,2025-07-23,2025-07-23,2025-08-21,4.1,2,MEDIUM,In Progress,True
SIG0234,AST0947,SEC047,Axle Counter,Relay Replacement,Mechanical wear,5,LOW,2025-02-10,2025-02-12,2025-04-11,9.0,2,LOW,Pending,False
SIG0235,AST0727,SEC052,Level Crossing Equipment,Axle Counter Calibration,Count error,3,MEDIUM,2025-06-05,2025-06-08,2025-07-04,5.7,2,MEDIUM,Completed,False
SIG0236,AST0922,SEC022,Track Circuit,Axle Counter Calibration,Cable fault,4,LOW,2025-10-18,2025-10-19,2025-12-10,6.2,5,LOW,Completed,True
SIG0237,AST0908,SEC008,Interlocking,Interlocking Test,Overlap fault,3,MEDIUM,2025-01-17,2025-01-18,2025-02-01,1.8,6,MEDIUM,Completed,False
SIG0238,AST0735,SEC060,Level Crossing Equipment,Relay Replacement,Contact oxidation,4,LOW,2025-02-27,2025-02-28,2025-04-26,10.4,4,LOW,Completed,True
SIG0239,AST0876,SEC051,Interlocking,Interlocking Test,Route locking fault,3,MEDIUM,2025-09-18,2025-09-20,2025-10-04,5.8,7,MEDIUM,Completed,True
SIG0240,AST0763,SEC013,Axle Counter,Interlocking Test,Logic error,4,LOW,2025-03-02,2025-03-04,2025-05-02,8.3,9,LOW,Completed,False
SIG0241,AST0962,SEC062,Track Circuit,Signal Inspection,Aspect error,1,CRITICAL,2025-05-04,2025-05-04,2025-05-10,2.3,11,HIGH,Pending,True
SIG0242,AST0724,SEC049,Interlocking,Axle Counter Calibration,Reset failure,4,LOW,2025-04-23,2025-04-24,2025-06-13,2.4,10,LOW,Scheduled,True
SIG0243,AST0916,SEC016,Interlocking,Interlocking Test,Overlap fault,2,HIGH,2025-06-07,2025-06-07,2025-06-20,6.2,15,HIGH,In Progress,True
SIG0244,AST0910,SEC010,Communication Equipment,Communication Equipment Repair,OFC splice loss,4,LOW,2025-07-09,2025-07-11,2025-08-14,9.4,7,LOW,Scheduled,False
SIG0245,AST0912,SEC012,Signal,Point Machine Servicing,Detection rod issue,2,HIGH,2025-08-02,2025-08-05,2025-08-13,4.5,4,HIGH,Pending,True
SIG0246,AST0712,SEC037,Signal,Level Crossing Maintenance,Lighting defect,3,MEDIUM,2025-05-07,2025-05-10,2025-06-05,2.8,14,MEDIUM,Cancelled,True
SIG0247,AST0882,SEC057,Track Circuit,Interlocking Test,Signal interlocking mismatch,3,MEDIUM,2025-11-26,2025-11-26,2025-12-10,5.2,6,MEDIUM,Scheduled,True
SIG0248,AST0819,SEC069,Axle Counter,Point Machine Servicing,Clutch slip,4,LOW,2025-09-10,2025-09-10,2025-10-21,1.5,6,LOW,Scheduled,True
SIG0249,AST0950,SEC050,Communication Equipment,Relay Replacement,Contact oxidation,4,LOW,2025-11-15,2025-11-15,2026-01-05,2.4,15,LOW,Completed,True
SIG0250,AST0991,SEC016,Level Crossing Equipment,Relay Replacement,Contact oxidation,3,MEDIUM,2025-12-09,2025-12-09,2025-12-31,3.5,14,MEDIUM,Pending,False
SIG0251,AST0950,SEC050,Communication Equipment,Axle Counter Calibration,Sensor misalignment,5,LOW,2025-09-29,2025-10-01,2025-12-16,11.3,12,LOW,Cancelled,False
SIG0252,AST0780,SEC030,Interlocking,Signal Inspection,Lamp failure,4,LOW,2025-06-16,2025-06-18,2025-08-10,9.4,13,LOW,Pending,False
SIG0253,AST0705,SEC030,Point Machine,Level Crossing Maintenance,Gate motor issue,3,MEDIUM,2025-06-15,2025-06-18,2025-07-13,7.2,3,MEDIUM,Scheduled,False
SIG0254,AST0727,SEC052,Level Crossing Equipment,Track Circuit Maintenance,Insulation failure,2,HIGH,2025-09-01,2025-09-04,2025-09-14,6.6,12,HIGH,Cancelled,True
SIG0255,AST0856,SEC031,Signal,Point Machine Servicing,Motor fault,5,LOW,2025-03-13,2025-03-13,2025-04-24,5.5,14,LOW,Scheduled,True
SIG0256,AST0929,SEC029,Point Machine,Axle Counter Calibration,Reset failure,3,MEDIUM,2025-06-26,2025-06-29,2025-07-23,8.1,2,MEDIUM,Completed,True
SIG0257,AST0838,SEC013,Communication Equipment,Track Circuit Maintenance,Feed-end issue,1,CRITICAL,2025-09-18,2025-09-18,2025-09-22,2.2,8,HIGH,Completed,False
SIG0258,AST0791,SEC041,Level Crossing Equipment,Signal Inspection,Signal post tilt,1,CRITICAL,2025-01-16,2025-01-18,2025-01-23,11.0,5,HIGH,Scheduled,False
SIG0259,AST0840,SEC015,Signal,Signal Inspection,Lamp failure,5,LOW,2025-06-20,2025-06-22,2025-09-13,11.7,12,LOW,Completed,False
SIG0260,AST0901,SEC001,Relay,Communication Equipment Repair,Fiber break,5,LOW,2025-08-04,2025-08-04,2025-10-21,2.1,14,LOW,Pending,False
SIG0261,AST0716,SEC041,Interlocking,Track Circuit Maintenance,Insulation failure,3,MEDIUM,2025-10-13,2025-10-16,2025-11-10,1.6,12,MEDIUM,Scheduled,True
SIG0262,AST0920,SEC020,Signal,Level Crossing Maintenance,Gate motor issue,2,HIGH,2025-03-10,2025-03-13,2025-03-28,5.1,10,HIGH,Pending,False
SIG0263,AST0970,SEC070,Track Circuit,Point Machine Servicing,Clutch slip,4,LOW,2025-05-29,2025-05-30,2025-07-26,9.5,5,LOW,Pending,True
SIG0264,AST0858,SEC033,Track Circuit,Interlocking Test,Overlap fault,3,MEDIUM,2025-10-04,2025-10-07,2025-11-06,1.5,9,MEDIUM,Cancelled,True
SIG0265,AST0717,SEC042,Relay,Point Machine Servicing,Lock bar defect,3,MEDIUM,2025-08-15,2025-08-18,2025-09-15,4.9,5,MEDIUM,Completed,True
SIG0266,AST0852,SEC027,Interlocking,Relay Replacement,Mechanical wear,4,LOW,2025-10-07,2025-10-10,2025-11-18,7.6,9,LOW,In Progress,True
SIG0267,AST0984,SEC009,Signal,Relay Replacement,Mechanical wear,1,CRITICAL,2025-04-24,2025-04-25,2025-05-02,9.1,13,HIGH,Scheduled,True
SIG0268,AST0826,SEC001,Track Circuit,Point Machine Servicing,Clutch slip,4,LOW,2025-08-06,2025-08-09,2025-09-05,11.1,12,LOW,Scheduled,True
SIG0269,AST0841,SEC016,Point Machine,Signal Inspection,Signal post tilt,3,MEDIUM,2025-11-24,2025-11-27,2025-12-19,3.5,6,MEDIUM,Completed,True
SIG0270,AST0879,SEC054,Level Crossing Equipment,Interlocking Test,Signal interlocking mismatch,2,HIGH,2025-07-14,2025-07-14,2025-07-28,11.2,7,HIGH,Completed,False
SIG0271,AST0861,SEC036,Relay,Interlocking Test,Logic error,2,HIGH,2025-03-26,2025-03-27,2025-04-05,7.5,10,HIGH,Scheduled,True
SIG0272,AST0908,SEC008,Interlocking,Point Machine Servicing,Clutch slip,3,MEDIUM,2025-04-25,2025-04-25,2025-05-20,9.6,11,MEDIUM,Completed,False
SIG0273,AST0809,SEC059,Point Machine,Point Machine Servicing,Lock bar defect,3,MEDIUM,2025-03-27,2025-03-29,2025-04-20,4.3,12,MEDIUM,Completed,False
SIG0274,AST0733,SEC058,Relay,Level Crossing Maintenance,Bell failure,1,CRITICAL,2025-02-19,2025-02-21,2025-02-28,4.3,7,HIGH,Completed,False
SIG0275,AST0909,SEC009,Relay,Track Circuit Maintenance,Insulation failure,4,LOW,2025-01-16,2025-01-16,2025-03-14,7.7,3,LOW,Pending,False
SIG0276,AST0877,SEC052,Relay,Signal Inspection,Lamp failure,3,MEDIUM,2025-06-20,2025-06-21,2025-07-09,10.9,2,MEDIUM,Pending,True
SIG0277,AST0910,SEC010,Communication Equipment,Track Circuit Maintenance,Receiver fault,4,LOW,2025-12-13,2025-12-14,2026-01-23,9.1,12,LOW,Scheduled,True
SIG0278,AST0977,SEC002,Point Machine,Relay Replacement,Coil failure,3,MEDIUM,2025-06-17,2025-06-20,2025-07-18,10.3,3,MEDIUM,In Progress,True
SIG0279,AST0751,SEC001,Level Crossing Equipment,Communication Equipment Repair,Control phone failure,3,MEDIUM,2025-01-01,2025-01-03,2025-01-20,5.3,12,MEDIUM,Pending,True
SIG0280,AST0887,SEC062,Level Crossing Equipment,Track Circuit Maintenance,Insulation failure,4,LOW,2025-02-28,2025-03-01,2025-04-27,10.2,15,LOW,Scheduled,False
SIG0281,AST0915,SEC015,Axle Counter,Communication Equipment Repair,Radio fault,5,LOW,2025-10-12,2025-10-12,2025-12-21,2.8,3,LOW,Completed,True
SIG0282,AST0877,SEC052,Relay,Level Crossing Maintenance,Bell failure,2,HIGH,2025-04-01,2025-04-03,2025-04-13,7.2,15,HIGH,Scheduled,False
SIG0283,AST0707,SEC032,Axle Counter,Interlocking Test,Overlap fault,2,HIGH,2025-07-27,2025-07-27,2025-08-06,9.4,15,HIGH,Completed,False
SIG0284,AST0821,SEC071,Relay,Relay Replacement,Coil failure,2,HIGH,2025-03-04,2025-03-06,2025-03-17,9.7,3,HIGH,Completed,False
SIG0285,AST0881,SEC056,Point Machine,Signal Inspection,Aspect error,3,MEDIUM,2025-08-09,2025-08-12,2025-09-11,8.6,13,MEDIUM,Completed,True
SIG0286,AST0741,SEC066,Relay,Axle Counter Calibration,Sensor misalignment,3,MEDIUM,2025-11-09,2025-11-11,2025-12-10,10.0,9,MEDIUM,Completed,False
SIG0287,AST0717,SEC042,Relay,Level Crossing Maintenance,Boom barrier fault,2,HIGH,2025-12-11,2025-12-12,2025-12-19,10.8,2,HIGH,In Progress,True
SIG0288,AST0770,SEC020,Track Circuit,Interlocking Test,Signal interlocking mismatch,1,CRITICAL,2025-02-24,2025-02-24,2025-03-03,6.7,15,HIGH,Completed,True
SIG0289,AST0943,SEC043,Level Crossing Equipment,Signal Inspection,Aspect error,3,MEDIUM,2025-08-26,2025-08-29,2025-09-12,9.7,9,MEDIUM,Pending,True
SIG0290,AST0804,SEC054,Interlocking,Interlocking Test,Route locking fault,4,LOW,2025-11-22,2025-11-23,2026-01-14,5.6,8,LOW,Scheduled,True
SIG0291,AST0876,SEC051,Interlocking,Relay Replacement,Timing drift,4,LOW,2025-08-05,2025-08-08,2025-09-18,8.8,10,LOW,Pending,True
SIG0292,AST0878,SEC053,Communication Equipment,Track Circuit Maintenance,Receiver fault,3,MEDIUM,2025-08-26,2025-08-29,2025-09-19,3.6,15,MEDIUM,Scheduled,False
SIG0293,AST0934,SEC034,Communication Equipment,Signal Inspection,Lamp failure,4,LOW,2025-11-19,2025-11-21,2026-01-02,2.3,15,LOW,Completed,False
SIG0294,AST0789,SEC039,Relay,Signal Inspection,Aspect error,4,LOW,2025-09-14,2025-09-16,2025-11-05,1.9,7,LOW,Scheduled,False
SIG0295,AST0886,SEC061,Communication Equipment,Axle Counter Calibration,Count error,4,LOW,2025-04-24,2025-04-26,2025-05-25,10.4,12,LOW,Completed,False
SIG0296,AST0778,SEC028,Track Circuit,Point Machine Servicing,Lock bar defect,4,LOW,2025-01-05,2025-01-08,2025-02-09,4.8,8,LOW,Pending,True
SIG0297,AST0782,SEC032,Communication Equipment,Axle Counter Calibration,Cable fault,2,HIGH,2025-08-02,2025-08-04,2025-08-13,11.1,13,HIGH,Cancelled,False
SIG0298,AST0930,SEC030,Track Circuit,Interlocking Test,Logic error,3,MEDIUM,2025-08-22,2025-08-22,2025-09-07,10.7,3,MEDIUM,Pending,True
SIG0299,AST0966,SEC066,Communication Equipment,Communication Equipment Repair,OFC splice loss,4,LOW,2025-10-03,2025-10-04,2025-11-14,9.2,13,LOW,Scheduled,True
SIG0300,AST0735,SEC060,Level Crossing Equipment,Communication Equipment Repair,Radio fault,3,MEDIUM,2025-03-17,2025-03-19,2025-04-16,5.6,13,MEDIUM,Pending,False
SIG0301,AST0937,SEC037,Point Machine,Track Circuit Maintenance,Bonding defect,3,MEDIUM,2025-10-13,2025-10-16,2025-11-07,5.4,8,MEDIUM,Completed,True
SIG0302,AST0735,SEC060,Level Crossing Equipment,Communication Equipment Repair,Radio fault,3,MEDIUM,2025-11-05,2025-11-05,2025-12-03,2.2,5,MEDIUM,Completed,False
SIG0303,AST0737,SEC062,Point Machine,Communication Equipment Repair,Control phone failure,3,MEDIUM,2025-09-18,2025-09-18,2025-10-13,11.3,6,MEDIUM,Pending,True
SIG0304,AST0763,SEC013,Axle Counter,Point Machine Servicing,Detection rod issue,3,MEDIUM,2025-09-06,2025-09-06,2025-09-29,11.4,7,MEDIUM,Scheduled,False
SIG0305,AST0769,SEC019,Point Machine,Level Crossing Maintenance,Boom barrier fault,2,HIGH,2025-03-26,2025-03-26,2025-04-10,5.3,6,HIGH,Scheduled,True
SIG0306,AST0891,SEC066,Axle Counter,Level Crossing Maintenance,Gate motor issue,4,LOW,2025-04-29,2025-04-29,2025-05-31,8.3,14,LOW,Pending,False
SIG0307,AST0870,SEC045,Communication Equipment,Track Circuit Maintenance,Receiver fault,2,HIGH,2025-03-07,2025-03-10,2025-03-25,8.8,5,HIGH,In Progress,False
SIG0308,AST0866,SEC041,Track Circuit,Signal Inspection,Lens damage,1,CRITICAL,2025-08-08,2025-08-09,2025-08-14,6.5,14,HIGH,Completed,False
SIG0309,AST0916,SEC016,Interlocking,Axle Counter Calibration,Count error,1,CRITICAL,2025-02-11,2025-02-13,2025-02-16,4.3,15,HIGH,Cancelled,True
SIG0310,AST0955,SEC055,Axle Counter,Signal Inspection,Lamp failure,5,LOW,2025-11-14,2025-11-15,2025-12-31,9.0,11,LOW,Completed,False
